Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Date Time
Lesotho,Quthing,77,Moderate,12,Good,22,Good,2,Good,21,Moderate,2017-10-23 01:00:00
Italy,Racconigi,73,Moderate,2,Good,84,Good,84,Good,16,Moderate,2017-10-12 17:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,12,Good,116,Good,92,Good,11,Good,2017-12-09 13:00:00
Netherlands,Sint Oedenrode,38,Good,13,Good,14,Good,38,Good,3,Good,2017-08-05 21:00:00
Italy,Porto Empedocle,65,Moderate,10,Good,90,Good,5,Good,28,Moderate,2017-08-24 17:00:00
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,Good,10,Good,26,Good,57,Good,6,Good,2017-07-12 10:00:00
India,Fatehgarh Churian,248,Very Unhealthy,1,Good,69,Unhealthy,4,Good,229,Very Unhealthy,2017-05-03 08:00:00
Poland,Sulecin,55,Moderate,7,Good,35,Good,37,Good,33,Moderate,2017-02-03 02:00:00
Japan,Yatsuo,43,Good,3,Good,86,Good,15,Good,8,Good,2017-12-01 12:00:00
Germany,Lilienthal,65,Moderate,14,Good,58,Good,36,Good,23,Moderate,2017-07-21 01:00:00
India,Karauli,213,Very Unhealthy,7,Good,5,Good,59,Good,232,Very Unhealthy,2017-04-18 07:00:00
Iran (Islamic Republic of),Zanjan,58,Moderate,4,Good,67,Good,44,Good,35,Moderate,2017-07-18 02:00:00
Germany,Goslar,38,Good,8,Good,56,Good,13,Good,8,Good,2017-08-23 16:00:00
India,Hangal,70,Moderate,13,Good,90,Good,50,Good,22,Moderate,2017-08-11 13:00:00
India,Sardhana,160,Unhealthy,0,Good,16,Unhealthy for Sensitive Groups,61,Good,108,Unhealthy,2017-04-01 06:00:00
Japan,Hitoyoshi,52,Moderate,10,Good,115,Good,87,Good,30,Moderate,2017-08-23 13:00:00
Germany,Bremen,66,Moderate,13,Good,76,Good,27,Good,24,Moderate,2017-04-19 16:00:00
United States of America,Taylors,58,Moderate,1,Good,116,Good,11,Good,33,Moderate,2017-12-31 02:00:00
Russian Federation,Gorkovskiy,38,Good,11,Good,57,Good,38,Good,6,Good,2017-03-05 04:00:00
China,Beibei,166,Unhealthy,2,Good,106,Moderate,49,Good,66,Unhealthy,2017-07-17 06:00:00
Spain,Huesca,37,Good,8,Good,21,Good,79,Good,4,Good,2017-08-07 09:00:00
Ghana,Nsawam,28,Good,6,Good,102,Good,4,Good,3,Good,2017-04-23 07:00:00
Pakistan,Sarhari,165,Unhealthy,14,Good,90,Good,80,Good,135,Unhealthy,2017-09-13 11:00:00
United States of America,Ledyard,41,Good,6,Good,34,Good,17,Good,7,Good,2017-06-26 21:00:00
Germany,Kall,58,Moderate,3,Good,115,Good,68,Good,18,Moderate,2017-10-27 16:00:00
Kazakhstan,Ilyich,161,Unhealthy,11,Good,32,Moderate,10,Good,88,Unhealthy,2017-09-05 17:00:00
India,Phulabani,161,Unhealthy,2,Good,24,Moderate,2,Good,58,Unhealthy,2017-05-25 08:00:00
India,Kodumudi,71,Moderate,3,Good,71,Good,73,Good,34,Moderate,2017-02-21 18:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,2,Good,97,Good,77,Good,43,Unhealthy for Sensitive Groups,2017-07-15 14:00:00
Russian Federation,Korkino,34,Good,12,Good,62,Good,58,Good,3,Good,2017-12-12 19:00:00
France,Epernay,53,Moderate,12,Good,100,Good,16,Good,33,Moderate,2017-12-18 10:00:00
United States of America,Wayland,47,Good,14,Good,10,Good,58,Good,0,Good,2017-10-29 02:00:00
Chile,Curico,93,Moderate,2,Good,9,Good,17,Good,28,Moderate,2017-02-22 10:00:00
France,Septemes Les Vallons,31,Good,12,Good,87,Good,85,Good,7,Good,2017-09-18 05:00:00
Myanmar,Taunggyi,39,Good,6,Good,104,Good,35,Good,0,Good,2017-09-21 19:00:00
United Republic of Tanzania,Kisesa,24,Good,2,Good,109,Good,8,Good,9,Good,2017-03-29 06:00:00
India,Manohar Thana,168,Unhealthy,8,Good,7,Good,66,Good,127,Unhealthy,2017-11-04 01:00:00
United States of America,Lompoc,38,Good,3,Good,40,Good,74,Good,2,Good,2017-09-21 16:00:00
Russian Federation,Cherdakly,51,Moderate,14,Good,1,Good,29,Good,20,Moderate,2017-06-26 11:00:00
France,Levallois Perret,70,Moderate,1,Good,44,Good,37,Good,17,Moderate,2017-12-16 14:00:00
France,Epernay,53,Moderate,12,Good,29,Good,97,Good,32,Moderate,2017-11-01 20:00:00
Iran (Islamic Republic of),Bandar E Torkaman,153,Unhealthy,1,Good,7,Good,92,Good,110,Unhealthy,2017-08-09 11:00:00
Japan,Inuyama,47,Good,9,Good,44,Good,49,Good,3,Good,2017-04-15 10:00:00
Hungary,Tata,66,Moderate,2,Good,15,Good,59,Good,29,Moderate,2017-02-27 23:00:00
Germany,Wehr,94,Moderate,0,Good,115,Good,61,Good,23,Moderate,2017-06-27 22:00:00
Brazil,Iguaba Grande,61,Moderate,10,Good,111,Good,13,Good,19,Moderate,2017-10-15 16:00:00
Italy,Pavullo Nel Frignano,95,Moderate,1,Good,56,Good,92,Good,23,Moderate,2017-03-01 19:00:00
Belgium,De Pinte,36,Good,11,Good,20,Good,97,Good,4,Good,2017-07-16 13:00:00
Brazil,Caririacu,27,Good,11,Good,113,Good,95,Good,2,Good,2017-01-25 06:00:00
United States of America,Shawnee,95,Moderate,5,Good,48,Good,60,Good,15,Moderate,2017-06-10 06:00:00
India,Neyveli,61,Moderate,5,Good,48,Good,17,Good,24,Moderate,2017-07-25 08:00:00
United States of America,Beeville,36,Good,0,Good,91,Good,69,Good,5,Good,2017-12-30 23:00:00
France,Levallois Perret,70,Moderate,1,Good,28,Good,97,Good,22,Moderate,2017-11-30 09:00:00
United States of America,Rock Springs,22,Good,9,Good,36,Good,86,Good,0,Good,2017-12-21 14:00:00
Poland,Katowice,80,Moderate,4,Good,59,Good,50,Good,22,Moderate,2017-10-16 05:00:00
United States of America,Hopkins,54,Moderate,9,Good,40,Good,86,Good,25,Moderate,2017-05-03 04:00:00
Brazil,Piquete,52,Moderate,4,Good,90,Good,42,Good,25,Moderate,2017-01-07 08:00:00
France,Luneville,38,Good,11,Good,94,Good,26,Good,10,Good,2017-05-07 03:00:00
Poland,Pulawy,30,Good,5,Good,82,Good,52,Good,1,Good,2017-08-17 23:00:00
Madagascar,Arivonimamo,21,Good,8,Good,11,Good,51,Good,7,Good,2017-09-27 08:00:00
Russian Federation,Gusev,34,Good,1,Good,79,Good,88,Good,10,Good,2017-12-30 00:00:00
India,Mundwa,212,Very Unhealthy,7,Good,34,Good,62,Good,173,Very Unhealthy,2017-02-13 01:00:00
United States of America,Orange,51,Moderate,10,Good,115,Good,1,Good,32,Moderate,2017-03-09 19:00:00
Afghanistan,Dawlatabad,92,Moderate,7,Good,37,Good,7,Good,22,Moderate,2017-10-07 15:00:00
United States of America,Rosedale,42,Good,11,Good,34,Good,13,Good,9,Good,2017-06-28 17:00:00
Brazil,Russas,28,Good,2,Good,98,Good,69,Good,8,Good,2017-06-12 09:00:00
Pakistan,Bhopalwala,153,Unhealthy,3,Good,1,Unhealthy for Sensitive Groups,36,Good,135,Unhealthy,2017-11-02 06:00:00
Russian Federation,Izberbash,51,Moderate,1,Good,73,Good,15,Good,17,Moderate,2017-05-12 03:00:00
Poland,Krotoszyn,55,Moderate,6,Good,60,Good,2,Good,23,Moderate,2017-03-27 12:00:00
Venezuela (Bolivarian Republic of),El Tocuyo,39,Good,10,Good,56,Good,48,Good,1,Good,2017-11-07 17:00:00
India,Rudarpur,119,Unhealthy for Sensitive Groups,2,Good,106,Moderate,24,Good,42,Unhealthy for Sensitive Groups,2017-10-31 13:00:00
United States of America,Corsicana,47,Good,2,Good,111,Good,20,Good,11,Good,2017-08-20 18:00:00
